Time,State,Emotion,Yaw,Pitch,Roll
229.74s,Attentive,neutral,-5,15,-4
229.79s,Attentive,neutral,-5,15,-4
229.84s,Attentive,neutral,-5,15,-4
229.89s,Attentive,neutral,-5,15,-4
229.94s,Attentive,neutral,-5,15,-4
229.99s,Attentive,neutral,-5,15,-4
230.04s,Attentive,neutral,-5,15,-4
230.09s,Attentive,neutral,-5,15,-4
230.14s,Attentive,neutral,-5,15,-4
230.19s,Attentive,neutral,-5,15,-4
230.24s,Attentive,neutral,-5,15,-4
230.29s,Attentive,neutral,-5,15,-4
230.34s,Attentive,neutral,-5,15,-4
230.39s,Attentive,neutral,-5,15,-4
230.44s,Attentive,neutral,-5,15,-4
230.54s,Not Attentive,neutral,-68,-41,-27
230.65s,Not Attentive,neutral,-66,-38,-24
230.75s,Not Attentive,sad,-51,-20,-6
230.86s,Not Attentive,sad,18,15,-4
230.97s,Not Attentive,sad,35,21,2
231.07s,Not Attentive,neutral,44,21,8
231.18s,Not Attentive,neutral,42,23,7
231.29s,Not Attentive,neutral,41,23,8
231.39s,Not Attentive,neutral,39,22,6
231.50s,Not Attentive,neutral,38,22,6
231.60s,Not Attentive,neutral,39,22,7
231.74s,Not Attentive,neutral,40,22,7
231.85s,Not Attentive,neutral,39,22,7
231.96s,Not Attentive,neutral,40,22,8
232.06s,Not Attentive,neutral,39,23,7
232.17s,Not Attentive,neutral,41,22,9
232.27s,Not Attentive,neutral,39,24,8
232.38s,Not Attentive,sad,39,24,7
232.51s,Not Attentive,neutral,38,22,7
232.65s,Not Attentive,neutral,41,20,8
232.75s,Not Attentive,neutral,41,19,9
232.86s,Not Attentive,neutral,42,22,10
232.97s,Not Attentive,neutral,39,26,9
233.07s,Not Attentive,neutral,39,22,9
233.18s,Not Attentive,neutral,39,21,8
233.28s,Not Attentive,neutral,40,19,8
233.39s,Not Attentive,neutral,39,20,8
233.49s,Not Attentive,neutral,43,19,8
233.60s,Not Attentive,neutral,40,20,8
233.70s,Not Attentive,neutral,41,20,9
233.81s,Not Attentive,neutral,45,21,11
233.91s,Not Attentive,neutral,43,20,11
234.02s,Not Attentive,neutral,43,19,10
234.12s,Not Attentive,neutral,40,20,12
234.22s,Not Attentive,neutral,30,22,11
234.33s,Not Attentive,neutral,34,25,16
234.44s,Not Attentive,neutral,32,24,17
234.54s,Not Attentive,neutral,30,27,17
234.65s,Not Attentive,neutral,36,30,20
234.75s,Not Attentive,neutral,46,34,25
234.86s,Not Attentive,neutral,51,37,27
234.96s,Not Attentive,neutral,51,36,26
235.07s,Not Attentive,neutral,51,35,24
235.18s,Not Attentive,neutral,49,34,23
235.28s,Not Attentive,neutral,50,35,23
235.39s,Not Attentive,neutral,51,32,22
235.49s,Not Attentive,neutral,52,33,23
235.60s,Not Attentive,neutral,49,31,21
235.71s,Not Attentive,neutral,43,25,17
235.81s,Not Attentive,neutral,43,24,15
235.92s,Not Attentive,neutral,41,24,14
236.02s,Not Attentive,neutral,43,24,16
236.13s,Not Attentive,neutral,42,24,15
236.24s,Not Attentive,neutral,41,24,15
236.36s,Not Attentive,neutral,37,23,14
236.47s,Not Attentive,neutral,36,22,13
236.58s,Not Attentive,neutral,37,23,14
236.68s,Not Attentive,neutral,34,23,13
236.79s,Not Attentive,neutral,37,23,14
236.90s,Not Attentive,neutral,35,19,13
237.01s,Not Attentive,neutral,35,26,13
237.11s,Not Attentive,neutral,33,27,14
237.22s,Not Attentive,neutral,35,24,14
237.33s,Not Attentive,neutral,26,21,11
237.43s,Not Attentive,neutral,28,23,11
237.54s,Not Attentive,neutral,31,23,12
237.64s,Not Attentive,neutral,33,23,14
237.75s,Not Attentive,neutral,32,23,12
237.86s,Not Attentive,neutral,32,24,11
237.97s,Not Attentive,neutral,34,24,12
238.07s,Not Attentive,neutral,32,24,12
238.18s,Not Attentive,neutral,30,21,9
238.29s,Not Attentive,neutral,31,22,11
238.40s,Not Attentive,neutral,36,25,15
238.50s,Not Attentive,neutral,35,27,17
238.61s,Not Attentive,neutral,32,26,15
238.72s,Not Attentive,neutral,42,35,24
238.83s,Not Attentive,neutral,44,33,23
238.93s,Not Attentive,neutral,45,34,24
239.04s,Not Attentive,neutral,49,35,25
239.15s,Not Attentive,neutral,42,29,21
239.25s,Not Attentive,neutral,39,31,22
239.35s,Not Attentive,sad,42,34,25
239.46s,Not Attentive,neutral,44,34,25
239.57s,Not Attentive,sad,50,34,28
239.67s,Not Attentive,neutral,51,35,28
239.96s,Not Attentive,sad,46,37,28
240.07s,Not Attentive,neutral,33,34,23
240.17s,Not Attentive,neutral,36,33,25
240.28s,Not Attentive,neutral,34,35,25
240.39s,Not Attentive,neutral,31,34,24
240.49s,Not Attentive,neutral,27,34,23
240.60s,Not Attentive,neutral,34,37,28
240.71s,Not Attentive,neutral,41,35,27
240.81s,Not Attentive,neutral,44,39,29
240.91s,Not Attentive,neutral,46,38,30
241.02s,Not Attentive,neutral,50,38,30
241.13s,Not Attentive,neutral,52,39,31
241.23s,Not Attentive,neutral,52,41,33
241.34s,Not Attentive,neutral,50,42,31
241.44s,Not Attentive,neutral,50,39,31
241.55s,Not Attentive,sad,49,42,33
241.65s,Not Attentive,sad,44,39,31
241.76s,Not Attentive,neutral,39,35,26
241.87s,Not Attentive,neutral,37,32,25
241.98s,Not Attentive,sad,36,34,24
242.08s,Not Attentive,neutral,35,32,24
242.19s,Not Attentive,neutral,33,34,22
242.29s,Not Attentive,sad,33,32,22
242.39s,Not Attentive,neutral,32,33,21
242.50s,Not Attentive,neutral,37,31,24
242.60s,Not Attentive,sad,34,33,22
242.71s,Not Attentive,neutral,38,30,23
242.81s,Not Attentive,neutral,36,30,22
242.92s,Not Attentive,neutral,36,30,22
243.02s,Not Attentive,neutral,37,29,22
243.13s,Not Attentive,sad,35,30,22
243.24s,Not Attentive,sad,35,32,21
243.34s,Not Attentive,sad,34,31,21
243.46s,Not Attentive,sad,34,31,21
243.57s,Not Attentive,sad,35,31,22
243.67s,Not Attentive,neutral,39,28,22
243.78s,Not Attentive,neutral,38,29,22
243.88s,Not Attentive,neutral,39,29,22
243.99s,Not Attentive,sad,34,29,20
244.09s,Not Attentive,sad,34,30,20
244.20s,Not Attentive,sad,34,29,20
244.31s,Not Attentive,neutral,31,29,18
244.42s,Not Attentive,neutral,32,29,18
244.52s,Not Attentive,neutral,35,29,20
244.63s,Not Attentive,neutral,32,26,16
244.73s,Not Attentive,sad,22,23,9
244.83s,Not Attentive,sad,-6,14,-2
244.88s,Not Attentive,sad,-6,14,-2
244.93s,Not Attentive,sad,-6,14,-2
244.98s,Not Attentive,sad,-6,14,-2
245.03s,Not Attentive,sad,-6,14,-2
245.08s,Not Attentive,sad,-6,14,-2
245.12s,Not Attentive,sad,-6,14,-2
245.17s,Not Attentive,sad,-6,14,-2
245.22s,Not Attentive,sad,-6,14,-2
245.27s,Not Attentive,sad,-6,14,-2
245.32s,Not Attentive,sad,-6,14,-2
245.37s,Not Attentive,sad,-6,14,-2
245.42s,Not Attentive,sad,-6,14,-2
245.47s,Not Attentive,sad,-6,14,-2
245.51s,Not Attentive,sad,-6,14,-2
245.56s,Not Attentive,sad,-6,14,-2
245.62s,Not Attentive,sad,-6,14,-2
245.67s,Not Attentive,sad,-6,14,-2
245.71s,Not Attentive,sad,-6,14,-2
245.76s,Not Attentive,sad,-6,14,-2
245.81s,Not Attentive,sad,-6,14,-2
245.86s,Not Attentive,sad,-6,14,-2
245.91s,Not Attentive,sad,-6,14,-2
245.96s,Not Attentive,sad,-6,14,-2
246.01s,Not Attentive,sad,-6,14,-2
246.06s,Not Attentive,sad,-6,14,-2
246.11s,Not Attentive,sad,-6,14,-2
246.15s,Not Attentive,sad,-6,14,-2
246.20s,Not Attentive,sad,-6,14,-2
246.25s,Not Attentive,sad,-6,14,-2
246.30s,Not Attentive,sad,-6,14,-2
246.35s,Not Attentive,sad,-6,14,-2
246.40s,Not Attentive,sad,-6,14,-2
246.45s,Not Attentive,sad,-6,14,-2
246.50s,Not Attentive,sad,-6,14,-2
246.54s,Not Attentive,sad,-6,14,-2
246.59s,Not Attentive,sad,-6,14,-2
246.64s,Not Attentive,sad,-6,14,-2
246.69s,Not Attentive,sad,-6,14,-2
246.74s,Not Attentive,sad,-6,14,-2
246.85s,Not Attentive,happy,-16,-1,-1
246.95s,Attentive,happy,-22,-3,-2
247.06s,Attentive,happy,-18,-3,-3
247.16s,Attentive,happy,-21,-1,-4
247.26s,Attentive,neutral,-20,2,-7
247.39s,Attentive,neutral,-20,3,-8
247.50s,Attentive,neutral,-15,5,-10
247.60s,Attentive,neutral,-19,6,-11
247.71s,Attentive,happy,-22,9,-12
247.81s,Attentive,neutral,-19,10,-11
247.92s,Attentive,neutral,-19,10,-12
248.03s,Attentive,happy,-15,9,-10
248.13s,Attentive,happy,-13,8,-6
248.24s,Attentive,happy,-5,6,-3
248.34s,Attentive,neutral,0,5,-3
248.45s,Attentive,neutral,0,6,-3
248.56s,Attentive,neutral,-4,5,-4
248.66s,Attentive,neutral,-2,7,-4
248.77s,Attentive,neutral,-5,5,-5
248.88s,Attentive,neutral,-3,6,-4
248.98s,Attentive,neutral,-2,8,-4
249.09s,Attentive,neutral,1,8,-4
249.19s,Attentive,neutral,-2,9,-5
249.30s,Attentive,happy,-2,8,-5
249.40s,Attentive,happy,-4,9,-6
249.51s,Attentive,happy,-10,8,-6
249.61s,Attentive,happy,-13,7,-5
249.72s,Attentive,happy,-15,5,-6
249.82s,Attentive,happy,-11,7,-7
249.93s,Attentive,happy,-9,7,-6
250.04s,Attentive,happy,-10,7,-6
250.14s,Not Attentive,happy,-6,6,-6
250.25s,Attentive,happy,-10,5,-6
250.36s,Attentive,happy,-7,5,-5
250.46s,Not Attentive,happy,-5,2,-4
250.58s,Not Attentive,happy,-9,4,-5
250.69s,Attentive,happy,-8,2,-5
250.79s,Not Attentive,happy,-6,0,-3
250.90s,Not Attentive,happy,-9,0,-3
251.01s,Not Attentive,happy,-13,-1,-2
251.11s,Not Attentive,happy,-7,-2,0
251.21s,Not Attentive,happy,-7,0,-1
251.32s,Not Attentive,happy,-7,0,-1
251.44s,Not Attentive,happy,-9,1,-1
251.55s,Not Attentive,happy,-8,0,-2
251.65s,Not Attentive,happy,-6,0,-3
251.76s,Not Attentive,happy,-9,2,-4
251.86s,Not Attentive,happy,-12,1,-4
251.97s,Not Attentive,happy,-12,4,-5
252.07s,Not Attentive,happy,-11,5,-4
252.18s,Attentive,happy,-13,6,-6
252.29s,Attentive,happy,-12,6,-5
252.39s,Attentive,happy,-9,9,-5
252.50s,Attentive,happy,-10,10,-5
252.60s,Attentive,neutral,-11,11,-6
252.71s,Attentive,happy,-12,13,-7
252.82s,Attentive,neutral,-6,14,-6
252.92s,Not Attentive,neutral,-8,16,-7
253.03s,Attentive,neutral,-5,17,-7
253.14s,Not Attentive,neutral,-3,15,-6
253.24s,Not Attentive,neutral,-1,18,-4
253.35s,Attentive,neutral,0,20,-2
253.47s,Not Attentive,neutral,1,19,0
253.57s,Attentive,neutral,3,16,4
253.72s,Not Attentive,neutral,9,14,6
253.85s,Attentive,neutral,10,15,9
253.95s,Attentive,neutral,8,16,10
254.06s,Attentive,neutral,6,16,9
254.16s,Attentive,neutral,6,15,8
254.26s,Attentive,neutral,4,14,8
254.37s,Attentive,neutral,1,17,7
254.48s,Not Attentive,neutral,1,14,6
254.58s,Attentive,neutral,0,17,4
254.69s,Not Attentive,neutral,0,16,4
254.79s,Not Attentive,neutral,0,16,4
254.90s,Attentive,neutral,0,18,3
255.01s,Attentive,neutral,2,17,3
255.12s,Attentive,happy,3,20,2
255.22s,Not Attentive,happy,5,15,3
255.32s,Attentive,neutral,8,15,3
255.43s,Not Attentive,neutral,9,12,3
255.73s,Not Attentive,happy,0,11,2
255.85s,Not Attentive,happy,14,10,2
256.01s,Not Attentive,happy,13,10,5
256.17s,Not Attentive,happy,19,-12,0
256.33s,Attentive,happy,24,-8,2
256.48s,Not Attentive,happy,26,-5,5
256.64s,Not Attentive,happy,26,-5,11
256.79s,Attentive,happy,16,-2,8
256.93s,Attentive,happy,22,0,7
257.07s,Attentive,happy,22,-4,4
257.22s,Attentive,happy,23,-3,6
257.36s,Not Attentive,happy,23,1,9
257.49s,Not Attentive,happy,23,1,8
257.63s,Not Attentive,happy,23,-7,5
257.77s,Attentive,happy,20,-6,0
257.91s,Not Attentive,happy,22,-1,4
258.04s,Not Attentive,happy,22,0,9
258.18s,Attentive,sad,19,7,2
258.30s,Not Attentive,neutral,29,-2,-3
258.43s,Attentive,happy,23,3,6
258.56s,Attentive,sad,24,-1,-7
258.62s,Attentive,sad,24,-1,-7
258.68s,Attentive,sad,24,-1,-7
258.74s,Attentive,sad,24,-1,-7
258.80s,Attentive,sad,24,-1,-7
258.85s,Attentive,sad,24,-1,-7
258.90s,Attentive,sad,24,-1,-7
258.95s,Attentive,sad,24,-1,-7
259.05s,Not Attentive,sad,45,0,2
259.10s,Not Attentive,sad,45,0,2
259.15s,Not Attentive,sad,45,0,2
259.20s,Not Attentive,sad,45,0,2
259.25s,Not Attentive,sad,45,0,2
259.30s,Not Attentive,sad,45,0,2
259.34s,Not Attentive,sad,45,0,2
259.39s,Not Attentive,sad,45,0,2
259.44s,Not Attentive,sad,45,0,2
259.49s,Not Attentive,sad,45,0,2
259.54s,Not Attentive,sad,45,0,2
259.59s,Not Attentive,sad,45,0,2
259.69s,Not Attentive,sad,28,4,4
259.74s,Not Attentive,sad,28,4,4
259.84s,Attentive,happy,24,-4,8
259.89s,Attentive,happy,24,-4,8
259.94s,Attentive,happy,24,-4,8
259.99s,Attentive,happy,24,-4,8
260.10s,Attentive,neutral,23,8,8
260.21s,Not Attentive,neutral,20,5,7
260.31s,Not Attentive,happy,30,7,8
260.42s,Not Attentive,happy,26,2,7
260.52s,Not Attentive,neutral,28,9,12
260.57s,Not Attentive,neutral,28,9,12
260.62s,Not Attentive,neutral,28,9,12
260.67s,Not Attentive,neutral,28,9,12
260.77s,Not Attentive,sad,26,8,6
260.88s,Attentive,sad,15,14,7
260.93s,Attentive,sad,15,14,7
260.98s,Attentive,sad,15,14,7
261.03s,Attentive,sad,15,14,7
261.13s,Not Attentive,angry,27,5,4
261.23s,Attentive,neutral,22,10,4
261.33s,Attentive,sad,10,6,0
261.44s,Attentive,neutral,3,10,-1
261.55s,Attentive,sad,-15,15,-6
261.59s,Attentive,sad,-15,15,-6
261.64s,Attentive,sad,-15,15,-6
261.69s,Attentive,sad,-15,15,-6
261.74s,Attentive,sad,-15,15,-6
261.79s,Attentive,sad,-15,15,-6
261.84s,Attentive,sad,-15,15,-6
261.89s,Attentive,sad,-15,15,-6
261.94s,Attentive,sad,-15,15,-6
261.99s,Attentive,sad,-15,15,-6
262.04s,Attentive,sad,-15,15,-6
262.14s,Attentive,sad,16,6,1
262.25s,Attentive,neutral,18,4,0
262.36s,Attentive,sad,18,1,0
262.46s,Attentive,neutral,20,2,0
262.56s,Attentive,sad,9,8,2
262.67s,Attentive,sad,21,-2,-1
262.77s,Attentive,neutral,24,8,8
262.82s,Attentive,neutral,24,8,8
262.87s,Attentive,neutral,24,8,8
262.92s,Attentive,neutral,24,8,8
263.02s,Attentive,sad,13,3,11
263.07s,Attentive,sad,13,3,11
263.18s,Attentive,sad,9,7,5
263.28s,Not Attentive,neutral,8,10,1
263.39s,Attentive,sad,22,2,3
263.44s,Attentive,sad,22,2,3
263.55s,Attentive,neutral,12,5,2
263.65s,Attentive,neutral,21,4,2
263.76s,Not Attentive,neutral,26,3,3
263.87s,Not Attentive,neutral,29,3,5
263.91s,Not Attentive,neutral,29,3,5
263.96s,Not Attentive,neutral,29,3,5
264.01s,Not Attentive,neutral,29,3,5
264.06s,Not Attentive,neutral,29,3,5
264.11s,Not Attentive,neutral,29,3,5
264.17s,Not Attentive,neutral,29,3,5
264.22s,Not Attentive,neutral,29,3,5
264.28s,Not Attentive,neutral,29,3,5
264.34s,Not Attentive,neutral,29,3,5
264.40s,Not Attentive,neutral,29,3,5
264.45s,Not Attentive,neutral,29,3,5
264.51s,Not Attentive,neutral,29,3,5
264.61s,Not Attentive,neutral,29,3,5
264.67s,Not Attentive,neutral,29,3,5
264.73s,Not Attentive,neutral,29,3,5
264.79s,Not Attentive,neutral,29,3,5
264.86s,Not Attentive,neutral,29,3,5
264.97s,Not Attentive,neutral,26,7,12
265.02s,Not Attentive,neutral,26,7,12
265.07s,Not Attentive,neutral,26,7,12
265.12s,Not Attentive,neutral,26,7,12
265.17s,Not Attentive,neutral,26,7,12
265.22s,Not Attentive,neutral,26,7,12
265.27s,Not Attentive,neutral,26,7,12
265.32s,Not Attentive,neutral,26,7,12
265.36s,Not Attentive,neutral,26,7,12
265.41s,Not Attentive,neutral,26,7,12
265.46s,Not Attentive,neutral,26,7,12
265.57s,Attentive,happy,7,9,11
265.67s,Attentive,happy,16,9,11
265.72s,Attentive,happy,16,9,11
265.83s,Attentive,happy,14,10,11
265.96s,Attentive,happy,21,11,12
266.02s,Attentive,happy,21,11,12
266.08s,Attentive,happy,21,11,12
266.14s,Attentive,happy,21,11,12
266.19s,Attentive,happy,21,11,12
266.29s,Attentive,happy,3,15,13
266.34s,Attentive,happy,3,15,13
266.39s,Attentive,happy,3,15,13
266.45s,Attentive,happy,3,15,13
266.50s,Attentive,happy,3,15,13
266.60s,Attentive,happy,18,-1,9
266.71s,Attentive,happy,21,0,10
266.82s,Not Attentive,happy,28,3,11
266.93s,Not Attentive,happy,20,6,15
267.03s,Attentive,happy,13,0,12
267.14s,Not Attentive,happy,5,7,9
267.24s,Attentive,happy,-2,11,9
267.35s,Not Attentive,happy,-3,16,9
267.45s,Not Attentive,happy,-9,15,8
267.56s,Attentive,happy,-14,20,6
267.66s,Not Attentive,happy,-16,18,3
267.77s,Not Attentive,happy,-18,20,0
267.88s,Not Attentive,happy,-16,22,0
267.98s,Attentive,neutral,-17,22,-1
268.08s,Not Attentive,neutral,-18,24,-2
268.19s,Attentive,neutral,-18,23,-3
268.31s,Not Attentive,neutral,-16,24,-5
268.42s,Attentive,neutral,-14,25,-7
268.52s,Not Attentive,neutral,-11,21,-6
268.62s,Attentive,neutral,-10,23,-4
268.73s,Not Attentive,neutral,-7,26,-4
268.84s,Attentive,neutral,-1,25,-3
268.94s,Attentive,neutral,-3,25,-2
269.05s,Attentive,neutral,0,23,-2
269.15s,Not Attentive,neutral,3,21,0
269.26s,Not Attentive,neutral,4,21,0
269.37s,Attentive,neutral,5,22,0
269.47s,Attentive,neutral,6,21,-1
269.58s,Attentive,neutral,5,22,-2
269.69s,Attentive,neutral,3,21,-3
269.79s,Attentive,neutral,3,22,-3
269.90s,Attentive,neutral,0,21,-4
270.00s,Attentive,neutral,-10,19,-7
270.11s,Attentive,neutral,-11,18,-9
270.21s,Attentive,neutral,-18,18,-11
270.32s,Attentive,neutral,-24,18,-13
270.42s,Not Attentive,neutral,-26,21,-16
270.54s,Not Attentive,neutral,-34,10,-12
270.64s,Not Attentive,sad,-34,10,-13
270.75s,Not Attentive,sad,-38,8,-7
270.86s,Not Attentive,sad,-40,9,-10
270.96s,Not Attentive,neutral,-31,-2,0
271.07s,Not Attentive,sad,-40,1,-4
271.17s,Not Attentive,sad,-45,12,-11
271.28s,Not Attentive,neutral,-43,3,-2
271.38s,Not Attentive,neutral,-44,10,-7
271.49s,Not Attentive,sad,-44,15,-11
271.59s,Not Attentive,sad,-40,7,-6
271.69s,Not Attentive,sad,-37,10,-9
271.80s,Not Attentive,neutral,-37,12,-10
271.91s,Not Attentive,sad,-35,14,-11
272.01s,Not Attentive,neutral,-29,5,1
272.12s,Not Attentive,sad,-35,17,-11
272.22s,Not Attentive,sad,-32,8,-4
272.33s,Not Attentive,neutral,-31,14,-8
272.43s,Not Attentive,sad,-26,17,-10
272.54s,Not Attentive,neutral,-27,15,-7
272.64s,Attentive,sad,-14,16,-1
272.75s,Attentive,neutral,-17,21,-6
272.86s,Attentive,neutral,-13,21,-3
272.97s,Attentive,neutral,-10,20,-3
273.07s,Attentive,neutral,-3,22,-2
273.18s,Attentive,neutral,0,21,-1
273.28s,Attentive,neutral,2,21,0
273.39s,Attentive,neutral,3,19,0
273.49s,Attentive,neutral,6,18,0
273.78s,Attentive,neutral,4,17,0
273.91s,Attentive,neutral,-3,15,-3
274.06s,Attentive,neutral,-5,18,-3
274.23s,Attentive,neutral,-10,17,-5
274.39s,Attentive,neutral,-12,17,-6
274.54s,Attentive,neutral,-15,15,-7
274.69s,Attentive,neutral,-16,15,-7
274.84s,Attentive,neutral,-16,16,-7
274.98s,Attentive,neutral,-17,18,-8
275.12s,Attentive,neutral,-24,15,-8
275.27s,Attentive,neutral,-24,17,-9
275.41s,Not Attentive,happy,-26,13,-8
275.55s,Not Attentive,neutral,-28,18,-10
275.68s,Not Attentive,neutral,-28,13,-8
275.82s,Not Attentive,neutral,-30,10,-7
275.96s,Not Attentive,happy,-30,16,-11
276.08s,Not Attentive,happy,-29,15,-9
276.22s,Not Attentive,neutral,-29,10,-8
276.35s,Not Attentive,neutral,-29,8,-6
276.47s,Not Attentive,neutral,-32,12,-12
276.60s,Not Attentive,sad,-29,9,-7
276.73s,Not Attentive,neutral,-37,8,-3
276.85s,Not Attentive,angry,-39,-2,3
276.96s,Not Attentive,sad,-35,1,0
277.07s,Not Attentive,neutral,-41,4,1
277.17s,Not Attentive,neutral,-42,0,5
277.27s,Not Attentive,sad,-45,0,3
277.32s,Not Attentive,sad,-45,0,3
277.37s,Not Attentive,sad,-45,0,3
277.48s,Not Attentive,sad,-40,8,0
277.52s,Not Attentive,sad,-40,8,0
277.63s,Not Attentive,sad,-41,3,0
277.74s,Not Attentive,neutral,-40,1,2
277.79s,Not Attentive,neutral,-40,1,2
277.84s,Not Attentive,neutral,-40,1,2
277.89s,Not Attentive,neutral,-40,1,2
277.94s,Not Attentive,neutral,-40,1,2
277.99s,Not Attentive,neutral,-40,1,2
278.04s,Not Attentive,neutral,-40,1,2
278.08s,Not Attentive,neutral,-40,1,2
278.14s,Not Attentive,neutral,-40,1,2
278.18s,Not Attentive,neutral,-40,1,2
278.23s,Not Attentive,neutral,-40,1,2
278.28s,Not Attentive,neutral,-40,1,2
278.33s,Not Attentive,neutral,-40,1,2
278.38s,Not Attentive,neutral,-40,1,2
278.43s,Not Attentive,neutral,-40,1,2
278.48s,Not Attentive,neutral,-40,1,2
278.53s,Not Attentive,neutral,-40,1,2
278.58s,Not Attentive,neutral,-40,1,2
278.63s,Not Attentive,neutral,-40,1,2
278.68s,Not Attentive,neutral,-40,1,2
278.72s,Not Attentive,neutral,-40,1,2
278.77s,Not Attentive,neutral,-40,1,2
278.82s,Not Attentive,neutral,-40,1,2
278.93s,Not Attentive,neutral,-40,0,2
278.98s,Not Attentive,neutral,-40,0,2
279.09s,Not Attentive,neutral,-39,1,2
279.19s,Not Attentive,sad,-34,2,1
279.24s,Not Attentive,sad,-34,2,1
279.29s,Not Attentive,sad,-34,2,1
279.34s,Not Attentive,sad,-34,2,1
279.39s,Not Attentive,sad,-34,2,1
279.44s,Not Attentive,sad,-34,2,1
279.48s,Not Attentive,sad,-34,2,1
279.53s,Not Attentive,sad,-34,2,1
279.58s,Not Attentive,sad,-34,2,1
279.63s,Not Attentive,sad,-34,2,1
279.68s,Not Attentive,sad,-34,2,1
279.73s,Not Attentive,sad,-34,2,1
279.78s,Not Attentive,sad,-34,2,1
279.83s,Not Attentive,sad,-34,2,1
279.88s,Not Attentive,sad,-34,2,1
279.92s,Not Attentive,sad,-34,2,1
279.97s,Not Attentive,sad,-34,2,1
280.02s,Not Attentive,sad,-34,2,1
280.13s,Not Attentive,neutral,-44,-4,5
280.18s,Not Attentive,neutral,-44,-4,5
280.22s,Not Attentive,neutral,-44,-4,5
280.27s,Not Attentive,neutral,-44,-4,5
280.32s,Not Attentive,neutral,-44,-4,5
280.43s,Not Attentive,sad,-39,-4,2
280.53s,Not Attentive,sad,-43,-2,3
280.58s,Not Attentive,sad,-43,-2,3
280.69s,Not Attentive,sad,-45,-1,5
280.79s,Not Attentive,sad,-45,0,4
280.84s,Not Attentive,sad,-45,0,4
280.89s,Not Attentive,sad,-45,0,4
280.94s,Not Attentive,sad,-45,0,4
281.05s,Not Attentive,sad,-41,1,0
281.15s,Not Attentive,sad,-44,-4,5
281.25s,Not Attentive,sad,-46,4,0
281.36s,Not Attentive,sad,-45,-1,0
281.41s,Not Attentive,sad,-45,-1,0
281.52s,Not Attentive,sad,-43,-3,2
281.62s,Not Attentive,happy,-43,-5,5
281.67s,Not Attentive,happy,-43,-5,5
281.72s,Not Attentive,happy,-43,-5,5
281.82s,Not Attentive,sad,-45,5,-2
281.93s,Not Attentive,sad,-41,0,4
282.03s,Not Attentive,sad,-34,0,1
282.14s,Not Attentive,sad,-32,0,0
282.24s,Not Attentive,neutral,-29,7,-2
282.35s,Not Attentive,happy,-27,5,0
282.45s,Attentive,neutral,-22,4,1
282.55s,Attentive,neutral,-21,3,2
282.66s,Attentive,neutral,-15,4,3
282.77s,Attentive,neutral,-13,3,4
282.87s,Attentive,neutral,-7,4,5
282.98s,Attentive,neutral,-3,10,8
283.08s,Attentive,neutral,4,7,11
283.19s,Attentive,neutral,8,7,13
283.29s,Attentive,neutral,17,0,13
283.40s,Attentive,neutral,18,10,20
283.50s,Not Attentive,neutral,28,-5,6
283.60s,Attentive,neutral,25,3,23
283.65s,Attentive,neutral,25,3,23
283.70s,Attentive,neutral,25,3,23
283.75s,Attentive,neutral,25,3,23
283.80s,Attentive,neutral,25,3,23
283.85s,Attentive,neutral,25,3,23
283.90s,Attentive,neutral,25,3,23
283.95s,Attentive,neutral,25,3,23
284.00s,Attentive,neutral,25,3,23
284.04s,Attentive,neutral,25,3,23
284.09s,Attentive,neutral,25,3,23
284.14s,Attentive,neutral,25,3,23
284.19s,Attentive,neutral,25,3,23
284.24s,Attentive,neutral,25,3,23
284.29s,Attentive,neutral,25,3,23
284.33s,Attentive,neutral,25,3,23
284.38s,Attentive,neutral,25,3,23
284.43s,Attentive,neutral,25,3,23
284.48s,Attentive,neutral,25,3,23
284.53s,Attentive,neutral,25,3,23
284.58s,Attentive,neutral,25,3,23
284.63s,Attentive,neutral,25,3,23
284.68s,Attentive,neutral,25,3,23
284.74s,Attentive,neutral,25,3,23
284.79s,Attentive,neutral,25,3,23
284.84s,Attentive,neutral,25,3,23
284.89s,Attentive,neutral,25,3,23
284.94s,Attentive,neutral,25,3,23
284.99s,Attentive,neutral,25,3,23
285.04s,Attentive,neutral,25,3,23
285.08s,Attentive,neutral,25,3,23
285.13s,Attentive,neutral,25,3,23
285.18s,Attentive,neutral,25,3,23
285.23s,Attentive,neutral,25,3,23
285.28s,Attentive,neutral,25,3,23
285.33s,Attentive,neutral,25,3,23
285.37s,Attentive,neutral,25,3,23
285.42s,Attentive,neutral,25,3,23
285.47s,Attentive,neutral,25,3,23
285.52s,Attentive,neutral,25,3,23
285.57s,Attentive,neutral,25,3,23
285.62s,Attentive,neutral,25,3,23
285.66s,Attentive,neutral,25,3,23
285.71s,Attentive,neutral,25,3,23
285.76s,Attentive,neutral,25,3,23
285.81s,Attentive,neutral,25,3,23
285.86s,Attentive,neutral,25,3,23
285.91s,Attentive,neutral,25,3,23
285.96s,Attentive,neutral,25,3,23
286.01s,Attentive,neutral,25,3,23
286.05s,Attentive,neutral,25,3,23
286.10s,Attentive,neutral,25,3,23
286.15s,Attentive,neutral,25,3,23
286.20s,Attentive,neutral,25,3,23
286.25s,Attentive,neutral,25,3,23
286.30s,Attentive,neutral,25,3,23
286.35s,Attentive,neutral,25,3,23
286.40s,Attentive,neutral,25,3,23
286.44s,Attentive,neutral,25,3,23
286.49s,Attentive,neutral,25,3,23
